Strain,Penicillin,Ampicillin,Ceftiofur,Enrofloxacin,Tetracycline,Doxycycline,Erythromycin,Tilmicosin,Gentamicin,Spectinomycin,Trimethoprim-Sulfa,Chloramphenicol,Florfenicol
SynStrain_030,1.7549833598572966,0.13788250467253166,1.277348594217855,160.81485750319672,7.533777856746788,1.5250536727826687,6.976297025496461,0.8086028250453141,0.19434716096550483,14.575796325644024,0.7001400183992967,15.11414506807033,14.031254107844005
SynStrain_031,1.1023453888741395,1.9551993709117503,0.2655385777490462,6.94832776760146,0.9088729645187406,3.2228820888423306,2.6688024220634334,0.7713733639691572,0.4607554891472016,2.2436939956318196,7.0843539838948395,4.516532761156147,0.2146606339684488
SynStrain_032,43.746747919115414,4.64443095269257,3.0127234255041,0.7514607240026459,3.7610113013885735,7.3389516964655925,0.7075962918091031,1.1061782227376256,0.12760084744944755,0.6483590407115825,0.22485937022582977,1.4580036385344197,26.959223378424177
SynStrain_033,2.663801300223223,24.94918277400715,0.5524150734659251,0.5453438602201583,2.910595675895446,29.342155146252065,3.045627140085164,0.11238288897106763,1.814644804079171,0.24422399063402597,2.4617692580581694,7.022875848380785,2.1446752710496857
SynStrain_034,0.5562338979457958,1.249314089852113,5.53111070374228,5.605277826224728,1.022856781455218,0.4245509536662464,0.9843806992524081,1.235366228577891,7.97501383682071,3.688409936998163,0.441965126365084,81.94426218617697,1.4328685228835054
SynStrain_035,9.335434938620912,0.8083659582756287,0.6844522803105132,1.9441129807344268,67.75621121365884,66.65633307458775,11.736217813801092,0.8704900131967203,25.881685063128923,0.8741300481141185,1.0224951220342207,3.5708347164314547,0.5956175199996548
SynStrain_036,0.43549782587316854,1.2806457393931403,27.796263564984812,7.932757783967186,7.0348652311674185,0.14541963244799327,2.1801941397058657,3.406177448618086,3.0378261294692366,0.3219430654653146,2.9185823650639544,3.944534222226131,0.22711812831605463
SynStrain_037,3.7184071552188955,10.730639740710162,0.8395578132851792,5.52816777952935,0.130326312163219,2.164787831719893,0.7880089784723165,4.538669755243231,31.27826096416831,1.030599501936105,0.7477997521142083,1.3647327892597887,9.3442004296134
SynStrain_038,0.14377507412503995,4.450990539212863,1.6768343924377458,2.4369728431289555,3.5954942781033083,6.569750195152537,1.6785347454481878,45.34302036777109,0.3429563198429073,0.5366967767922232,1.5267887654901573,0.7597494628478585,3.0342884556554104
SynStrain_039,0.3707308047734732,1.2279666782109766,9.209870837906635,0.7632340255465832,1.0073471617627723,4.143280235812938,5.050045137738872,11.309417178495693,0.21117382720822864,34.14828798703332,12.298031560279625,9.445172125953444,0.3926088915202547
SynStrain_040,3.6520616867121336,5.870273054272894,0.42900080883872976,0.28019462246733423,9.763490817392748,1.0681740765379097,1.1669729463239726,1.1441299927247923,2.5009694873848654,10.200733560743037,1.144150220216724,0.7526719986344296,0.38960644758985324
SynStrain_041,8.22929105968921,3.14437871589444,3.8235904972138486,1.3912847097440102,0.8279677226619389,1.9893672522148413,0.7918917361042472,0.7063658270805859,4.836049524068001,2.6859676068312717,9.521364497460125,3.026326040204356,1.6426699741821202
SynStrain_042,3.5150453315682904,11.622786047386429,19.311757965542927,9.821738972701588,2.288497154682467,1.2975768946635542,3.9178021370457126,5.685270783324181,2.5881876399598744,25.026023121336262,0.49929394826560586,1.3277872432883773,33.232632105248214
SynStrain_043,2.285369176303107,0.9483044857317449,0.24384442686809274,3.74769362034126,5.79781381744651,1.1229429405027862,3.925327772492897,0.37517983403687977,0.12231407585578365,3.0527794217538875,6.017706862326016,5.575989211350208,1.8415598792825532
SynStrain_044,1.7303859162613817,1.662806404630738,3.585689511081643,0.4195350653758415,9.960554983262002,9.72211459299758,1.2707219924683553,42.401686983008815,2.3781430230760137,0.7468235733546479,23.62612121257124,4.48389979591841,0.28515726905159766
SynStrain_045,0.29588542255703676,1.5095895162109476,4.014144269760519,3.5246156285644576,0.4491292321090008,4.643754641261593,1.3410361233695889,15.945237273249843,0.3841568866846709,26.700602105092987,0.06670557474345776,12.888171031495753,1.8802136309518398
SynStrain_046,0.9233320922604125,0.30262150213694106,8.782264654180922,4.84513965550652,1.6458354806196571,0.9614003178689801,3.850006767292479,1.3447881910008594,7.422447267698744,6.100465413275082,0.8225525702350426,1.2648776545328213,1.8056391798818283
SynStrain_047,1.362119365234803,4.238377011240117,0.4251020308351956,0.7219595588713049,1.3331999544140507,10.479278311863233,0.3097076434150594,0.20810723200567335,4.710986665191205,0.5735734763208151,6.459863520868598,1.8133710961397,0.04758060948919024
SynStrain_048,13.2723555143962,4.021210224801503,0.3750541289257035,3.423240643202777,1.0202076154467477,4.3100490360077455,0.3291651555680553,20.713974337056687,0.6637699306773038,2.043148464155047,2.0045747047674647,0.6261623642669639,2.505673849661722
SynStrain_049,4.551366121369248,2.7392117183182974,5.9471513988743165,2.966293155992012,38.40475808655317,9.200825223680038,0.9252731091819699,2.2891721190146557,1.2575930597047402,0.730937457698092,4.743232237960589,1.3959289531496908,1.9224457522165974
SynStrain_050,0.19309746200751798,1.911941656799197,4.243876030742728,0.48945857549792654,4.990182920175853,6.989739324272267,1.9735407656517074,17.404424716765195,0.5549816200376144,0.3415710405918059,1.0985841561049254,4.787224176423066,7.723823760829074
