Strain,Penicillin,Ampicillin,Ceftiofur,Enrofloxacin,Tetracycline,Doxycycline,Erythromycin,Tilmicosin,Gentamicin,Spectinomycin,Trimethoprim-Sulfa,Chloramphenicol,Florfenicol
Strain_045,0.11943914119191086,2.0205987580043505,215.69305526286306,2.435632835598276,74.85972237174443,6.291961258648185,0.9197341428220244,0.41042377813491887,0.19504787478046778,29.92701510885872,1.017498444306147,3.1309077662851355,2.639438845782085
Strain_046,5.675027486668355,76.24140987837801,215.21151570540005,1.2299457741779807,54.10709901770649,30.672233725124638,5.486462974335265,172.280172971855,0.19027642132020753,0.08364567371785808,68.66512190283478,1.634611303724185,64.4717440003974
Strain_047,97.69228087859986,0.05486191215964152,89.5760980754192,1.7754044516722323,3.107215617257198,8.850154519654009,131.87011921741552,0.03712434101870539,2.2957492720562347,15.352338820085059,21.041861714718785,16.032434522135517,0.10494146075930011
Strain_048,0.4639826130073887,0.7918515140987394,43.946723420947194,0.38525306544966387,0.20865111427614802,174.46867825255643,0.033848194859920605,251.02219558774883,13.916040572262752,54.57244938681644,0.44443740642011775,0.0355525933438447,24.122436694067652
Strain_049,57.43585614841193,24.695730093016266,0.11320846438403426,27.752830030635845,31.911315268946524,11.80255011514367,31.114326789768565,63.86611178739228,7.872672615390414,0.06943761863572316,2.530042335086268,0.06291035662523108,1.2294894908284406
Strain_050,1.2246626200092179,0.05664639572009122,0.7243038462835354,0.084962809555565,45.476765119517204,159.78014545840776,0.05995875254985138,170.83949103443945,3.466538519057817,0.4646942869913885,0.06246565440576879,2.84438249931595,40.188256322805685
Strain_051,18.279113566847386,0.04913647414332663,0.06027584828455269,1.1788275430492203,0.44713315239022083,0.2536649684534252,0.3931245827333214,43.570376139403166,135.29499847915045,1.2027485239140614,109.85395704424705,0.5662237293572167,2.2873558426680765
Strain_052,0.23954638908540157,10.029574860192403,211.82873505393235,7.187102435906535,0.7854455077256322,10.71549653336606,0.09459900503695799,93.86842472403077,2.9081291890626293,1.7919702007017497,6.131509325755568,8.70708746858898,0.05966734862166014
Strain_053,14.66214096412986,0.2764540944437411,19.445766832027434,51.73082616071902,43.75756637497782,4.5394344726591,3.392170298774638,0.11323465779997363,33.81285557489064,0.3605626705494933,2.7454459264445887,0.4048791366035766,0.10436925696641
Strain_054,9.089809501184913,0.050988526353486816,26.58218965702471,0.5466268906629196,0.03128795136975955,3.1267823735663076,0.04766502326690119,0.3763649675047005,18.261005953958342,0.05497673657497552,60.18785097226605,0.0323443828230596,0.28891365550731757
Strain_055,24.791140360953634,0.5401799310599639,0.07826988008856288,0.802760171127119,0.35727644915020523,62.04550232228415,0.5261415637289318,38.216457109701196,96.62588934391128,1.5579257258282493,113.71358985708365,0.9363596693639655,185.21015775086224
Strain_056,0.06986742687067311,15.255424970613282,2.6750809068113255,1.0277108902745191,9.351867073752965,17.75486137642913,0.032503130927036335,0.140670347479868,19.287558911763618,12.66706496088568,188.52572227486044,29.722658849485047,164.28366191381954
Strain_057,17.5454679392743,0.4583999247294016,0.08075771993373872,35.84525433306983,10.367095690922246,0.04824148610386718,0.8014342420384231,173.4525934101787,2.8386695101918593,1.5427227035910058,1.9319996958728713,0.20525302819957142,0.8664528933234017
Strain_058,0.8751318673609747,0.05008822379086763,31.52401025981819,1.3328898996100809,51.56565309605021,66.46505031430583,0.21108891297213586,11.676979780988702,2.2032961960534756,86.94538775824087,0.2183370438869125,14.040978793944776,7.468288134180612
Strain_059,0.44717740805567524,0.10700957132995591,11.09099494117689,24.281185494116947,0.537060107817484,10.431132201787618,1.0993888852045575,19.315531653171465,0.18812957529401445,95.19375552325273,0.4164816258844532,0.8592904943706678,0.052745629853904304
Strain_060,0.085357324140755,3.263013000119716,0.3483730187073264,58.131286606415635,0.03567393207655407,0.9514650924824719,0.653152648056185,0.037195172583184596,0.0958411604711675,1.298957990941935,2.6522919675250596,1.1939701049269578,3.737801147965362
Strain_061,6.6654938705754105,0.034173212209977495,2.0466112241112433,184.24608213827935,3.3575750358371375,14.006741625550848,0.5191524489766018,33.40258650574555,33.08210807300385,3.4267682329681177,206.23990622788048,0.09686724977407116,0.03640598979603474
Strain_062,32.268547914140164,45.03647433205304,0.09231404543614946,0.34212058768903336,0.036604903305108544,0.43921886920224606,33.147872222918885,3.325305433969378,0.7195878393774552,0.8904526690744832,0.031633502991622986,0.46567871871951305,10.585104750779639
Strain_063,202.88631830532802,64.52519766762333,0.03865327700194085,102.62851757644466,36.291992808865764,35.38067350902234,1.937162347892737,1.1282359466583634,0.47893589627837646,0.05648584397145595,0.24435655738951156,0.28834087156943927,2.450373901485677
Strain_064,26.296106251562804,2.233842962773249,0.052628126321469605,175.00682948889363,152.79104162883536,36.949016563200956,236.7569096186794,4.22300608634452,183.03662598952656,0.06176209617497217,0.8431432830028771,0.2381523160305946,0.18248250909364416
Strain_065,0.11113909752951892,8.523094571526931,35.68347283071457,5.727395347514458,0.11748229220198168,46.675999442008084,9.62916829702547,1.0325088729745815,13.582657226605296,0.3250570231112158,0.7010060062253577,121.71101763758752,0.42825992120175777
Strain_066,2.158228304680355,95.13041628085087,18.383984141491513,0.05473630810097204,0.11784313126443213,0.033538004923649084,9.202228452905294,1.765105640296315,0.10479000784822755,175.2345661545825,3.695005242536075,0.2763584869610554,2.84385207680721
Strain_067,14.271492620691262,0.06211604710255551,0.371426742070009,44.959415713312005,1.9665178958160519,4.303477262730644,1.543930732808586,0.046413852284361165,0.13915331062668476,1.7315227029672198,0.20581371807338703,0.04902724051985357,62.57201387427984
Strain_068,216.0921537638906,39.69422879794243,68.55566506117954,0.2765673383070006,179.53865494165785,0.18428801539540596,165.25928659330188,244.32383826282626,19.058946560695436,215.99715700909454,5.292748619339129,0.32399493870210294,1.6031912211290382
Strain_069,6.571816328662453,0.060373544190282034,8.517691274331922,216.06354679389165,0.17330671348035898,39.498788855528915,111.63799578745919,154.1424809715314,178.74546848776714,3.4318233739102917,208.65892262499142,28.74088721887232,0.1341323070464331
Strain_070,2.2969212330502358,20.228329514962056,0.2902612934811609,10.042157735935746,12.691636727455107,0.13538095174985523,5.0845111110848125,32.6984386303963,2.8004208225805933,0.03485091919750892,0.033901668716416915,0.7799110362836594,131.64627497129595
Strain_071,0.24533043637216415,9.49210431490021,0.23116362740781152,0.5671136811150117,65.0982639513462,22.241755389859332,0.07382179383620263,1.4877439724967954,0.04064458386041016,2.381007072284554,12.223979738798258,0.09090693117718589,0.42205537593715525
Strain_072,1.126522502156922,123.97482000525096,240.90411058556506,0.046838766298243295,29.714660763360044,0.8903304871117058,1.0732278672610092,27.962949811244155,122.7469713577268,164.5145903999792,5.667033058891349,0.7805565548651283,37.743024101390894
Strain_073,0.29999658486444924,5.038388518029512,0.7908741250686909,11.601214646235695,0.27266205894194884,0.1756418200710952,122.53993039975119,0.07820734286516387,2.984424590229993,0.22862992903815804,0.04438110884008875,0.043232037391375724,0.1515518152284157
Strain_074,77.06557275273092,0.3983818074384486,163.82017353359433,5.901533191810065,1.5976866310580002,5.820547445561376,3.2877007923291757,29.123085324126112,0.39844399451414614,0.7524434634072261,98.5801952227293,158.01685809936336,97.22510329581104
Strain_075,1.3687167532706621,35.37728770581058,2.2852698512243874,2.766415922780456,0.19762555478941657,6.429443819823121,0.16721389840969722,0.6200004156819235,69.32926790332047,0.2019381675488148,0.05933625593967975,0.05819740775892838,150.14355802543903
Strain_076,3.010421907790498,1.2503716156774651,46.57298843844013,58.312653268990786,0.6235094929908366,16.190041147184736,32.550247455709545,11.396026127076135,0.12249000797175162,83.66081143116064,4.022881343071555,0.39835912923969224,1.4418953003792674
Strain_077,0.04384098963297136,0.09891056341666857,30.95515454070775,0.031253276414634434,1.333627510634546,3.464464454233658,0.05112764763941393,200.85577312825393,0.23975441813800055,0.4845049651075173,0.48338769685189664,0.24920701891101305,0.03166778313771743
Strain_078,22.33883931915944,189.8862324225271,0.2358293660779291,12.291707987704589,25.013798487110297,65.32348829318354,1.4085195236155688,0.4790013985432476,0.5859448316220696,19.213884700707215,49.116405032898584,0.16053742649849356,0.8840703647863248
Strain_079,105.80196103288584,44.84936817902153,223.34950327790295,27.95873875749161,1.0803790828942297,6.400975745317974,12.068590649436256,0.06336919997595111,4.223562699830108,18.65086672102711,0.14113786063261555,35.46225385297535,6.017007465146166
Strain_080,166.4428646897536,0.04579995136944905,0.3413301567402633,7.062605096560025,0.4522771010210212,19.528566315486067,29.183250396427955,0.07871091563433621,3.2045194684154765,3.0643417929476464,0.8709428821795282,139.87780126354323,54.100955092611926
Strain_081,16.722538536840585,19.511411771788378,2.003204723985043,125.62055814274223,16.333256471355437,22.265742256554375,73.6177498697089,0.36931676543263103,45.00214147869661,0.18151086810778108,0.7019525316738591,0.6430201736771797,210.96079298233934
Strain_082,70.27715623307608,17.330101519201683,21.88298894904022,4.948345817387196,158.92239964427245,2.7346643851628243,0.9637495779235167,0.13579096344796435,37.2888779113783,23.389208191087466,0.9976567935358129,0.03921404785671373,60.00310529899767
Strain_083,0.03463642367368239,17.72971124893074,195.8143149574683,1.6128332267704555,0.25965254386213393,17.91781894911135,49.27096579853572,4.297787372385326,190.21122520952179,0.049779425187065095,2.9533304262550617,20.250720244193534,74.25036047711802
Strain_084,0.15716184937652963,42.22557790377791,4.547873053629325,1.1135743346647529,0.10240055015957124,76.04834074334103,0.12892033132369185,0.5095311206458618,0.4264923932397612,80.35870693365752,13.409085324077926,40.980286445888865,0.29855790734588394
Strain_085,8.714170221137726,5.3990208225116465,56.759693674457175,109.83026013130845,0.034867772919349976,13.569154728398676,0.049854425576816463,4.392866468544735,0.4173198580430712,0.49589129105802976,0.751820700982894,8.437419529470624,0.6340416653435119
Strain_086,23.024336188727705,1.1965295381705277,0.05785524651237049,36.47605882964945,0.4103304773554232,1.5432474791800526,15.040394275966841,0.6250008439271441,0.05203454476492624,0.9081318066169688,155.1835231464014,10.143946698808646,13.262022776160675
Strain_087,9.315724647685728,0.18775169097637717,1.3550445023545483,27.137527519368593,0.07790434841521678,0.3821169313693826,0.37687249427357583,1.532881378365681,214.4940223637302,0.057413471738847206,3.347566991269554,0.15731638731245728,196.55579521595394
Strain_088,0.08674627159962114,1.186583009805236,24.12579875767555,17.86677774745292,1.4097821849032637,0.7094702936740803,1.1242484704331934,0.33811628786411246,0.19879153129822158,2.42757533624303,0.35133977772194436,0.4166770783000515,11.614288129724208
Strain_089,192.80321681321465,7.196441045897914,0.06253176598752731,0.06175017262777187,165.24947419140526,0.45526557344846674,0.07163809674564779,6.904704308736718,8.618483985964048,10.782072881749341,0.3477750553476457,0.035808326216936165,186.7804700260468
Strain_090,0.29970386496130635,13.816705441972651,18.204059584013482,7.621613355270824,0.5240571751050419,0.3595467561811182,6.819602618335546,76.5984469802829,158.41207245591772,0.08115228105127657,0.12611151913174265,155.58631548580533,23.834145013052446
Strain_091,89.1967798790833,0.19401286740756815,6.2273411864425485,17.325375640680466,14.334846101446592,1.2362512513215453,0.0359001477542682,5.971273868403791,0.305727876493673,1.8066351706978594,174.67788961684062,1.1387563740437525,60.4395446681998
